county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"Windsor Charter Township, Precinct 3",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Olivet, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Potterville, Precinct 1",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"City of Lansing, 3-22",President,,,Jay J. Bowman - Write-In,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Carmel Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Chester Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",President,,,Peter Sonski - Write-In,1,0,0,1
Eaton,"Delta Charter Township, Precinct 3",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",President,,,Peter Sonski - Write-In,5,3,0,2
Eaton,"Delta Charter Township, Precinct 6",President,,,Peter Sonski - Write-In,1,1,0,0
Eaton,"Delta Charter Township, Precinct 7",President,,,Peter Sonski - Write-In,3,2,0,1
Eaton,"Delta Charter Township, Precinct 8",President,,,Peter Sonski - Write-In,2,0,0,2
Eaton,"Delta Charter Township, Precinct 11",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",President,,,Peter Sonski - Write-In,1,0,0,1
Eaton,"Delta Charter Township, Precinct 13",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",President,,,Peter Sonski - Write-In,4,2,0,2
Eaton,"Eaton Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",President,,,Peter Sonski - Write-In,1,0,0,1
Eaton,"Kalamo Township, Precinct 2",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",President,,,Peter Sonski - Write-In,1,0,1,0
Eaton,"Roxand Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",President,,,Peter Sonski - Write-In,3,1,0,2
Eaton,"Vermontville Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Walton Township, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",President,,,Peter Sonski - Write-In,2,2,0,0
Eaton,"Windsor Charter Township, Precinct 2",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",President,,,Peter Sonski - Write-In,1,1,0,0
Eaton,"City of Grand Ledge, Precinct 2",President,,,Peter Sonski - Write-In,4,3,0,1
Eaton,"City of Grand Ledge, Precinct 3",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Olivet, Precinct 1",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"City of Potterville, Precinct 1",President,,,Peter Sonski - Write-In,1,1,0,0
Eaton,"City of Lansing, 3-22",President,,,Peter Sonski - Write-In,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Walton Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",President,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",President,,,Unassigned write-ins,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,473,184,42,247
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,684,242,79,363
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,256,109,47,100
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,658,141,161,356
Eaton,"Chester Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,311,92,39,180
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,734,141,120,473
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,673,122,109,442
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,585,117,159,309
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,DEM,Elissa Slotkin,706,169,177,360
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,DEM,Elissa Slotkin,957,150,170,637
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,DEM,Elissa Slotkin,1725,561,284,880
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,DEM,Elissa Slotkin,947,289,159,499
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,DEM,Elissa Slotkin,1042,325,201,516
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,DEM,Elissa Slotkin,744,177,114,453
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,DEM,Elissa Slotkin,678,198,104,376
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,DEM,Elissa Slotkin,446,113,71,262
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,DEM,Elissa Slotkin,556,125,116,315
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,DEM,Elissa Slotkin,935,180,162,593
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,DEM,Elissa Slotkin,2031,495,310,1226
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,1012,307,169,536
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,938,298,90,550
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,874,349,87,438
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,137,59,13,65
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,153,62,16,75
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,1188,356,114,718
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,377,191,30,156
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,367,176,16,175
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,332,288,44,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,396,158,73,165
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,815,242,77,496
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,894,273,87,534
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,681,178,81,422
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,1010,374,158,478
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,1072,323,167,582
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,358,155,30,173
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,328,140,37,151
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,459,199,48,212
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,814,344,63,407
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,786,315,52,419
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,563,227,42,294
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,DEM,Elissa Slotkin,542,158,48,336
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,180,170,10,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,645,283,77,285
Eaton,"City of Lansing, 3-22",U.S. Senate,,DEM,Elissa Slotkin,1391,481,270,640
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1297,821,223,253
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1104,535,247,322
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,599,363,99,137
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1135,460,416,259
Eaton,"Chester Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,718,429,150,139
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,566,161,156,249
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,REP,Mike Rogers,604,198,166,240
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,REP,Mike Rogers,314,99,93,122
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,REP,Mike Rogers,351,123,86,142
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,REP,Mike Rogers,621,163,167,291
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,REP,Mike Rogers,740,307,150,283
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,REP,Mike Rogers,532,187,129,216
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,REP,Mike Rogers,442,187,116,139
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,REP,Mike Rogers,418,161,110,147
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,REP,Mike Rogers,395,138,79,178
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,REP,Mike Rogers,360,147,103,110
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,REP,Mike Rogers,458,180,140,138
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,REP,Mike Rogers,668,198,183,287
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,REP,Mike Rogers,1004,361,238,405
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1620,784,396,440
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1554,783,341,430
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1188,712,218,258
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,316,207,53,56
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,REP,Mike Rogers,390,262,59,69
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,1447,664,264,519
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,710,508,81,121
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,824,569,85,170
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,725,606,119,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,938,534,227,177
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,995,470,174,351
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,REP,Mike Rogers,757,354,143,260
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,REP,Mike Rogers,567,251,125,191
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,REP,Mike Rogers,1130,548,295,287
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,REP,Mike Rogers,1212,575,301,336
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,REP,Mike Rogers,462,310,55,97
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,REP,Mike Rogers,501,332,79,90
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,REP,Mike Rogers,522,321,85,116
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,REP,Mike Rogers,583,365,77,141
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,REP,Mike Rogers,668,416,79,173
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,REP,Mike Rogers,388,202,50,136
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,REP,Mike Rogers,400,170,63,167
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,REP,Mike Rogers,285,249,36,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,REP,Mike Rogers,817,514,155,148
Eaton,"City of Lansing, 3-22",U.S. Senate,,REP,Mike Rogers,302,143,69,90
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,18,13,5,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,19,9,4,6
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,10,8,1,1
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,21,11,6,4
Eaton,"Chester Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,13,11,0,2
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,10,9,1,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,13,6,2,5
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,10,3,5,2
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,LIB,Joseph Solis-Mullen,7,1,4,2
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,LIB,Joseph Solis-Mullen,7,4,0,3
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,LIB,Joseph Solis-Mullen,30,17,6,7
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,LIB,Joseph Solis-Mullen,14,8,3,3
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,LIB,Joseph Solis-Mullen,10,7,1,2
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,LIB,Joseph Solis-Mullen,13,10,1,2
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,LIB,Joseph Solis-Mullen,10,8,0,2
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,LIB,Joseph Solis-Mullen,1,0,0,1
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,LIB,Joseph Solis-Mullen,6,3,1,2
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,LIB,Joseph Solis-Mullen,19,10,2,7
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,LIB,Joseph Solis-Mullen,16,12,2,2
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,21,13,4,4
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,33,20,5,8
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,20,17,0,3
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,6,2,0,4
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,3,3,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,27,14,3,10
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,19,16,1,2
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,18,10,2,6
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,8,8,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,11,8,1,2
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,20,12,3,5
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,18,9,2,7
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,21,11,2,8
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,26,18,6,2
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,23,12,6,5
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,15,11,0,4
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,13,10,3,0
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,8,6,2,0
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,15,9,1,5
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,18,11,1,6
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,9,6,1,2
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,LIB,Joseph Solis-Mullen,3,1,1,1
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,7,7,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,25,16,0,9
Eaton,"City of Lansing, 3-22",U.S. Senate,,LIB,Joseph Solis-Mullen,12,9,1,2
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,UST,Dave Stein,15,8,1,6
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,UST,Dave Stein,18,10,3,5
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,UST,Dave Stein,2,2,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,UST,Dave Stein,14,7,2,5
Eaton,"Chester Township, Precinct 1",U.S. Senate,,UST,Dave Stein,7,6,1,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,UST,Dave Stein,6,5,0,1
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,UST,Dave Stein,6,2,3,1
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,UST,Dave Stein,4,0,1,3
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,UST,Dave Stein,6,2,0,4
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,UST,Dave Stein,4,0,1,3
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,UST,Dave Stein,17,13,4,0
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,UST,Dave Stein,7,4,0,3
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,UST,Dave Stein,5,4,0,1
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,UST,Dave Stein,5,1,2,2
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,UST,Dave Stein,4,2,0,2
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,UST,Dave Stein,3,0,1,2
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,UST,Dave Stein,5,3,0,2
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,UST,Dave Stein,4,2,1,1
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,UST,Dave Stein,27,16,3,8
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,UST,Dave Stein,16,8,2,6
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,UST,Dave Stein,18,7,3,8
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,UST,Dave Stein,8,4,1,3
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,UST,Dave Stein,8,5,1,2
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,UST,Dave Stein,5,1,2,2
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,UST,Dave Stein,14,7,0,7
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,UST,Dave Stein,13,11,0,2
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,UST,Dave Stein,16,12,0,4
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,UST,Dave Stein,18,17,1,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,UST,Dave Stein,12,8,2,2
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,UST,Dave Stein,14,7,1,6
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,UST,Dave Stein,10,7,0,3
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,UST,Dave Stein,8,3,1,4
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,UST,Dave Stein,14,6,1,7
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,UST,Dave Stein,20,11,5,4
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,UST,Dave Stein,6,3,1,2
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,UST,Dave Stein,6,4,0,2
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,UST,Dave Stein,2,2,0,0
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,UST,Dave Stein,10,4,0,6
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,UST,Dave Stein,10,9,1,0
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,UST,Dave Stein,4,3,1,0
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,UST,Dave Stein,5,2,1,2
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,UST,Dave Stein,4,4,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,UST,Dave Stein,18,9,1,8
Eaton,"City of Lansing, 3-22",U.S. Senate,,UST,Dave Stein,23,15,2,6
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,1,2,2
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,5,0,0
