county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,208,0,20,228
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,192,0,21,213
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,353,0,85,438
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,346,0,83,429
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,18,0,4,22
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,20,0,0,20
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,13,0,1,14
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,0,1,4
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Write-in,,1,0,0,1
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,214,0,19,233
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,191,0,16,207
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,199,0,18,217
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,352,0,85,437
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,341,0,82,423
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,10,0,4,14
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,16,0,2,18
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,4,0,2,6
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,23,0,2,25
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,7,0,2,9
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Write-in,,1,0,0,1
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,224,0,21,245
Clare,"Freeman Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Prosecuting Attorney,,Andrew J. Santini,Republican,472,0,98,570
Clare,"Freeman Township, Precinct 1",County Prosecuting Attorney,,Write-in,,9,0,0,9
Clare,"Freeman Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,203,0,19,222
Clare,"Freeman Township, Precinct 1",County Sheriff,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Sheriff,,John S. Wilson,Republican,512,0,100,612
Clare,"Freeman Township, Precinct 1",County Sheriff,,Write-in,,10,0,0,10
Clare,"Freeman Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Sheriff,,Under Vote Count,,162,0,17,179
Clare,"Freeman Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Clerk and Register of Deeds,,Lori Mott,Republican,499,0,100,599
Clare,"Freeman Township, Precinct 1",County Clerk and Register of Deeds,,Write-in,,6,0,0,6
Clare,"Freeman Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,179,0,17,196
Clare,"Freeman Township, Precinct 1",County Treasurer,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Treasurer,,Jenny Beemer-Fritzinger,Republican,496,0,97,593
Clare,"Freeman Township, Precinct 1",County Treasurer,,Write-in,,6,0,0,6
Clare,"Freeman Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Treasurer,,Under Vote Count,,182,0,20,202
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Karen Hulliberger,Republican,429,0,92,521
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Bill Simpson,Republican,443,0,95,538
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Write-in,,11,0,0,11
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Road Commissioner,,Under Vote Count,,485,0,47,532
Clare,"Freeman Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Drain Commissioner,,William Faber,Republican,491,0,99,590
Clare,"Freeman Township, Precinct 1",County Drain Commissioner,,Write-in,,9,0,0,9
Clare,"Freeman Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,184,0,18,202
Clare,"Freeman Township, Precinct 1",County Surveyor,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Surveyor,,Tim Lapham,Republican,483,0,99,582
Clare,"Freeman Township, Precinct 1",County Surveyor,,Write-in,,7,0,0,7
Clare,"Freeman Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Surveyor,,Under Vote Count,,194,0,18,212
Clare,"Freeman Township, Precinct 1",County Commissioner 1st District,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",County Commissioner 1st District,,Marlene M. Housler,Republican,481,0,98,579
Clare,"Freeman Township, Precinct 1",County Commissioner 1st District,,Write-in,,12,0,0,12
Clare,"Freeman Township, Precinct 1",County Commissioner 1st District,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",County Commissioner 1st District,,Under Vote Count,,191,0,19,210
Clare,"Freeman Township, Precinct 1",Township Supervisor for Freeman Township,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Township Supervisor for Freeman Township,,Donald R. Mann,Republican,493,0,99,592
Clare,"Freeman Township, Precinct 1",Township Supervisor for Freeman Township,,Write-in,,15,0,0,15
Clare,"Freeman Township, Precinct 1",Township Supervisor for Freeman Township,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Township Supervisor for Freeman Township,,Under Vote Count,,176,0,18,194
Clare,"Freeman Township, Precinct 1",Township Clerk for Freeman Township,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Township Clerk for Freeman Township,,Cindy LaFave,Republican,521,0,101,622
Clare,"Freeman Township, Precinct 1",Township Clerk for Freeman Township,,Write-in,,9,0,0,9
Clare,"Freeman Township, Precinct 1",Township Clerk for Freeman Township,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Township Clerk for Freeman Township,,Under Vote Count,,154,0,16,170
Clare,"Freeman Township, Precinct 1",Township Treasurer for Freeman Township,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Township Treasurer for Freeman Township,,Janet Lackie,Republican,516,0,99,615
Clare,"Freeman Township, Precinct 1",Township Treasurer for Freeman Township,,Write-in,,8,0,0,8
Clare,"Freeman Township, Precinct 1",Township Treasurer for Freeman Township,,Over Vote Count,,0,0,1,1
Clare,"Freeman Township, Precinct 1",Township Treasurer for Freeman Township,,Under Vote Count,,160,0,17,177
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Sheyla Young,Republican,462,0,92,554
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Robert Eckardt,Republican,455,0,95,550
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Write-in,,14,0,1,15
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Township Trustee for Freeman Township,,Under Vote Count,,437,0,46,483
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,226,0,51,277
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,256,0,31,287
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Write-in,,2,0,0,2
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,200,0,35,235
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,279,0,30,309
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,202,0,54,256
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,1,0,0,1
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,1,0,0,1
Clare,"Freeman Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,201,0,33,234
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Stephen L. Borrello,,389,0,66,455
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Write-in,,5,0,1,6
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Over Vote Count,,1,0,0,1
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Under Vote Count,,289,0,50,339
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,383,0,63,446
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,7,0,0,7
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,294,0,54,348
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Michelle J. Ambrozaitis,,243,0,40,283
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Karyn E. Tomczyk,,229,0,42,271
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Write-in,,4,0,0,4
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Over Vote Count,,2,0,0,2
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Under Vote Count,,206,0,35,241
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Tara S. Hovey,,397,0,64,461
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,7,0,1,8
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,280,0,52,332
Clare,"Freeman Township, Precinct 1",17th District Judge of Probate District Court Incumbent,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",17th District Judge of Probate District Court Incumbent,,Marcy Klaus,,391,0,64,455
Clare,"Freeman Township, Precinct 1",17th District Judge of Probate District Court Incumbent,,Write-in,,8,0,1,9
Clare,"Freeman Township, Precinct 1",17th District Judge of Probate District Court Incumbent,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",17th District Judge of Probate District Court Incumbent,,Under Vote Count,,285,0,52,337
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Richard Allen,,287,0,54,341
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Karen Moore,,295,0,40,335
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Lois Pittsley,,231,0,30,261
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Write-in,,11,0,1,12
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College,,Under Vote Count,,1228,0,226,1454
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Michael W. Jankoviak,,351,0,62,413
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Write-in,,5,0,1,6
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Under Vote Count,,328,0,54,382
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Ballots Cast,,684,0,117,801
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Jade Campbell,,290,0,48,338
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Kellee Robinson,,306,0,43,349
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Write-in,,5,0,4,9
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Over Vote Count,,0,0,0,0
Clare,"Freeman Township, Precinct 1",Board Member for Farwell Area Schools,,Under Vote Count,,767,0,139,906
Clare,"Frost Township, Precinct 1",President,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",President,,Kamala D. Harris,Democrat,141,0,27,168
Clare,"Frost Township, Precinct 1",President,,Donald J. Trump,Republican,395,0,108,503
Clare,"Frost Township, Precinct 1",President,,Chase Oliver,Libertarian,2,0,0,2
Clare,"Frost Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,1,0,0,1
Clare,"Frost Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,3,0,0,3
Clare,"Frost Township, Precinct 1",President,,Over Vote Count,,0,0,1,1
Clare,"Frost Township, Precinct 1",President,,Under Vote Count,,1,0,0,1
Clare,"Frost Township, Precinct 1",U.S. Senate,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,148,0,27,175
Clare,"Frost Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,374,0,103,477
Clare,"Frost Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,6,0,1,7
Clare,"Frost Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,0,0,3
Clare,"Frost Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,1,0,0,1
Clare,"Frost Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,2,0,1,3
Clare,"Frost Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",U.S. Senate,,Under Vote Count,,9,0,4,13
Clare,"Frost Township, Precinct 1",U.S. House,2,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,121,0,25,146
Clare,"Frost Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,385,0,102,487
Clare,"Frost Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,10,0,2,12
Clare,"Frost Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,14,0,1,15
Clare,"Frost Township, Precinct 1",U.S. House,2,Write-in,,1,0,0,1
Clare,"Frost Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",U.S. House,2,Under Vote Count,,12,0,6,18
Clare,"Frost Township, Precinct 1",State House,100,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",State House,100,Tracy Ruell,Democrat,131,0,23,154
Clare,"Frost Township, Precinct 1",State House,100,Tom Kunse,Republican,385,0,106,491
Clare,"Frost Township, Precinct 1",State House,100,Write-in,,2,0,0,2
Clare,"Frost Township, Precinct 1",State House,100,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",State House,100,Under Vote Count,,25,0,7,32
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,119,0,24,143
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,112,0,22,134
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,337,0,92,429
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,324,0,98,422
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,15,0,2,17
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,7,0,1,8
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,9,0,5,14
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,14,0,3,17
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Write-in,,5,0,0,5
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,144,0,25,169
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,123,0,25,148
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,106,0,23,129
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,359,0,99,458
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,310,0,91,401
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,9,0,1,10
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,16,0,4,20
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Write-in,,1,0,0,1
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,2,0,0,2
Clare,"Frost Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,160,0,29,189
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,119,0,25,144
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,106,0,22,128
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,342,0,94,436
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,330,0,93,423
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,9,0,0,9
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,8,0,4,12
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,7,0,3,10
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,1,0,0,1
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Write-in,,3,0,0,3
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,161,0,31,192
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,104,0,23,127
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,117,0,24,141
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,338,0,95,433
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,329,0,88,417
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,6,0,1,7
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,10,0,2,12
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,1,0,0,1
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,14,0,4,18
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,1,0,2,3
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Write-in,,2,0,0,2
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,164,0,33,197
Clare,"Frost Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Prosecuting Attorney,,Andrew J. Santini,Republican,420,0,108,528
Clare,"Frost Township, Precinct 1",County Prosecuting Attorney,,Write-in,,5,0,2,7
Clare,"Frost Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,118,0,26,144
Clare,"Frost Township, Precinct 1",County Sheriff,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Sheriff,,John S. Wilson,Republican,441,0,120,561
Clare,"Frost Township, Precinct 1",County Sheriff,,Write-in,,13,0,1,14
Clare,"Frost Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Sheriff,,Under Vote Count,,89,0,15,104
Clare,"Frost Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Clerk and Register of Deeds,,Lori Mott,Republican,443,0,115,558
Clare,"Frost Township, Precinct 1",County Clerk and Register of Deeds,,Write-in,,3,0,1,4
Clare,"Frost Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,97,0,20,117
Clare,"Frost Township, Precinct 1",County Treasurer,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Treasurer,,Jenny Beemer-Fritzinger,Republican,445,0,114,559
Clare,"Frost Township, Precinct 1",County Treasurer,,Write-in,,2,0,2,4
Clare,"Frost Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Treasurer,,Under Vote Count,,96,0,20,116
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Karen Hulliberger,Republican,394,0,107,501
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Bill Simpson,Republican,397,0,105,502
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Write-in,,3,0,1,4
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Road Commissioner,,Under Vote Count,,292,0,59,351
Clare,"Frost Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Drain Commissioner,,William Faber,Republican,440,0,116,556
Clare,"Frost Township, Precinct 1",County Drain Commissioner,,Write-in,,9,0,2,11
Clare,"Frost Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,94,0,18,112
Clare,"Frost Township, Precinct 1",County Surveyor,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Surveyor,,Tim Lapham,Republican,429,0,114,543
Clare,"Frost Township, Precinct 1",County Surveyor,,Write-in,,7,0,2,9
Clare,"Frost Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Surveyor,,Under Vote Count,,107,0,20,127
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,David A. Hoefling,Republican,366,0,106,472
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,Ed Fancon,No Party Affiliation,77,0,11,88
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,Write-in,,4,0,0,4
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",County Commissioner 5th District,,Under Vote Count,,96,0,19,115
Clare,"Frost Township, Precinct 1",Township Supervisor for Frost Township,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Township Supervisor for Frost Township,,Marion Coon,Republican,433,0,112,545
Clare,"Frost Township, Precinct 1",Township Supervisor for Frost Township,,Write-in,,6,0,3,9
Clare,"Frost Township, Precinct 1",Township Supervisor for Frost Township,,Over Vote Count,,0,0,0,0
Clare,"Frost Township, Precinct 1",Township Supervisor for Frost Township,,Under Vote Count,,104,0,21,125
Clare,"Frost Township, Precinct 1",Township Clerk for Frost Township,,Ballots Cast,,543,0,136,679
Clare,"Frost Township, Precinct 1",Township Clerk for Frost Township,,Joan M. Rattray,Republican,427,0,112,539
Clare,"Frost Township, Precinct 1",Township Clerk for Frost Township,,Write-in,,4,0,2,6
Clare,"Frost Township, Precinct 1",Township Clerk for Frost Township,,Over Vote Count,,0,0,0,0
