county,office,district,party,last,first,middle,suffix,votes
KENT,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,101
KENT,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1422
KENT,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,9
KEWEENAW,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,814
KEWEENAW,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,527
KEWEENAW,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,62
KEWEENAW,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,5
KEWEENAW,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,20
KEWEENAW,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,1
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,5
KEWEENAW,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LAKE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,3159
LAKE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1939
LAKE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,152
LAKE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,26
LAKE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,48
LAKE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,4
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
LAKE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LAPEER,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,30037
LAPEER,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,12734
LAPEER,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1730
LAPEER,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,176
LAPEER,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,426
LAPEER,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,23
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,5
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,51
LAPEER,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,7239
LEELANAU,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,6774
LEELANAU,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,510
LEELANAU,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,33
LEELANAU,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,197
LEELANAU,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,4
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
LEELANAU,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LENAWEE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,26430
LENAWEE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,16750
LENAWEE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2044
LENAWEE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,201
LENAWEE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,449
LENAWEE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,23
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,40
LENAWEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LIVINGSTON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,65680
LIVINGSTON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,34384
LIVINGSTON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,4266
LIVINGSTON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,329
LIVINGSTON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,911
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,34
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,1
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,11
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,249
LIVINGSTON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
LUCE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,1756
LUCE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,681
LUCE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,103
LUCE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,6
LUCE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,29
LUCE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,1
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
LUCE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,3
LUCE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,3744
MACKINAC,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,2085
MACKINAC,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,180
MACKINAC,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,13
MACKINAC,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,67
MACKINAC,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,3
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,5
MACKINAC,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MACOMB,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,224665
MACOMB,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,176317
MACOMB,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,12862
MACOMB,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,1046
MACOMB,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,3886
MACOMB,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,155
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,1
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,3
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,2
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,25
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,348
MACOMB,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,1
MANISTEE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,6915
MANISTEE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4979
MANISTEE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,456
MANISTEE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,43
MANISTEE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,200
MANISTEE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,5
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1
MANISTEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MARQUETTE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,14646
MARQUETTE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,16042
MARQUETTE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1458
MARQUETTE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,152
MARQUETTE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,583
MARQUETTE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,16
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,1
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,4
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,74
MARQUETTE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MASON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8505
MASON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,5281
MASON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,601
MASON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,76
MASON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,189
MASON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,6
MASON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MASON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MASON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MASON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MASON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MASON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,27
MASON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MECOSTA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,10305
MECOSTA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,5827
MECOSTA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,697
MECOSTA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,85
MECOSTA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,229
MECOSTA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,6
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,18
MECOSTA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,6702
MENOMINEE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,3539
MENOMINEE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,351
MENOMINEE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,46
MENOMINEE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,118
MENOMINEE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,7
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,5
MENOMINEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MIDLAND,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,23846
MIDLAND,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,15635
MIDLAND,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2216
MIDLAND,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,190
MIDLAND,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,407
MIDLAND,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,25
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,8
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,2
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,177
MIDLAND,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,5386
MISSAUKEE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1565
MISSAUKEE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,241
MISSAUKEE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,31
MISSAUKEE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,74
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,4
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,16
MISSAUKEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MONROE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,43261
MONROE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,26863
MONROE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2985
MONROE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,273
MONROE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,707
MONROE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,22
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,1
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,3
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,44
MONROE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,57
MONROE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,1
MONTCALM,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,16907
MONTCALM,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,7874
MONTCALM,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1316
MONTCALM,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,154
MONTCALM,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,292
MONTCALM,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,13
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,3
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,49
MONTCALM,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,3498
MONTMORENCY,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1287
MONTMORENCY,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,159
MONTMORENCY,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,18
MONTMORENCY,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,44
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,3
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
MONTMORENCY,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
MUSKEGON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,36127
MUSKEGON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,37304
MUSKEGON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,3182
MUSKEGON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,346
MUSKEGON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,964
MUSKEGON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,39
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,6
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,119
MUSKEGON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,1
NEWAYGO,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,15173
NEWAYGO,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,6212
NEWAYGO,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,878
NEWAYGO,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,129
NEWAYGO,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,197
NEWAYGO,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,15
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,4
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,4
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,28
NEWAYGO,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OAKLAND,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,289203
OAKLAND,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,343070
OAKLAND,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,23154
OAKLAND,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,1400
OAKLAND,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,6396
OAKLAND,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,212
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,1
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,8
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,5
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,20
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,49
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1092
OAKLAND,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,4
OCEANA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,7228
OCEANA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,3973
OCEANA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,492
OCEANA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,86
OCEANA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,116
OCEANA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,8
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,3
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,2
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,22
OCEANA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,6827
OGEMAW,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,3030
OGEMAW,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,353
OGEMAW,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,50
OGEMAW,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,118
OGEMAW,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,8
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1
