county,precinct,office,district,candidate,party,votes,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Democratic Party,DEM,18,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Republican Party,REP,47,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Libertarian Party,LIB,0,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Working Class Party,WCP,2,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Green Party,GRN,0,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Natural Law Party,NLP,,
Ontonagon,"Rockland Township, Precinct 1",Straight Party,,Unresolved Write-In,,0,
Ontonagon,"Rockland Township, Precinct 1",President,,Joseph R. Biden / Kamala D. Harris,DEM,39,
Ontonagon,"Rockland Township, Precinct 1",President,,Donald J. Trump / Michael R. Pence,REP,96,
Ontonagon,"Rockland Township, Precinct 1",President,,Jo Jorgensen / Jeremy Cohen,LIB,1,
Ontonagon,"Rockland Township, Precinct 1",President,,Don Blankenship / William Mohr,UST,1,
Ontonagon,"Rockland Township, Precinct 1",President,,Howie Hawkins / Angela Walker,GRN,0,
Ontonagon,"Rockland Township, Precinct 1",President,,Rocky De La Fuente / Darcy Richardson,NLP,0,
Ontonagon,"Rockland Township, Precinct 1",President,,Unresolved Write-In,,0,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,49,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,John James,REP,81,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,1,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,1,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,
Ontonagon,"Rockland Township, Precinct 1",U.S. Senate,,Unresolved Write-In,,0,
Ontonagon,"Rockland Township, Precinct 1",U.S. House,1,Dana Ferguson,DEM,38,
Ontonagon,"Rockland Township, Precinct 1",U.S. House,1,Jack Bergman,REP,95,
Ontonagon,"Rockland Township, Precinct 1",U.S. House,1,Ben Boren,LIB,0,
Ontonagon,"Rockland Township, Precinct 1",U.S. House,1,Unresolved Write-In,,0,
Ontonagon,"Rockland Township, Precinct 1",State House,110,Janet Metsa,DEM,45,
Ontonagon,"Rockland Township, Precinct 1",State House,110,Gregory Markkanen,REP,85,
Ontonagon,"Rockland Township, Precinct 1",State House,110,Rick Sauermilch,GRN,1,
Ontonagon,"Rockland Township, Precinct 1",State House,110,Unresolved Write-In,,0,
Ontonagon,"Stannard Township, Precinct 1",Registered Voters,,,,647,
Ontonagon,"Stannard Township, Precinct 1",Ballots Cast,,,,417,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Democratic Party,DEM,69,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Republican Party,REP,127,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Libertarian Party,LIB,0,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Working Class Party,WCP,1,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Green Party,GRN,0,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Natural Law Party,NLP,,
Ontonagon,"Stannard Township, Precinct 1",Straight Party,,Unresolved Write-In,,0,
Ontonagon,"Stannard Township, Precinct 1",President,,Joseph R. Biden / Kamala D. Harris,DEM,145,
Ontonagon,"Stannard Township, Precinct 1",President,,Donald J. Trump / Michael R. Pence,REP,262,
Ontonagon,"Stannard Township, Precinct 1",President,,Jo Jorgensen / Jeremy Cohen,LIB,2,
Ontonagon,"Stannard Township, Precinct 1",President,,Don Blankenship / William Mohr,UST,0,
Ontonagon,"Stannard Township, Precinct 1",President,,Howie Hawkins / Angela Walker,GRN,4,
Ontonagon,"Stannard Township, Precinct 1",President,,Rocky De La Fuente / Darcy Richardson,NLP,1,
Ontonagon,"Stannard Township, Precinct 1",President,,Unresolved Write-In,,1,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,147,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,John James,REP,254,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,2,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,8,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,1,
Ontonagon,"Stannard Township, Precinct 1",U.S. Senate,,Unresolved Write-In,,0,
Ontonagon,"Stannard Township, Precinct 1",U.S. House,1,Dana Ferguson,DEM,130,
Ontonagon,"Stannard Township, Precinct 1",U.S. House,1,Jack Bergman,REP,277,
Ontonagon,"Stannard Township, Precinct 1",U.S. House,1,Ben Boren,LIB,7,
Ontonagon,"Stannard Township, Precinct 1",U.S. House,1,Unresolved Write-In,,0,
Ontonagon,"Stannard Township, Precinct 1",State House,110,Janet Metsa,DEM,149,
Ontonagon,"Stannard Township, Precinct 1",State House,110,Gregory Markkanen,REP,254,
Ontonagon,"Stannard Township, Precinct 1",State House,110,Rick Sauermilch,GRN,6,
Ontonagon,"Stannard Township, Precinct 1",State House,110,Unresolved Write-In,,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Registered Voters,,,,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Ballots Cast,,,,82,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Democratic Party,DEM,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Republican Party,REP,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Libertarian Party,LIB,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,U.S. Taxpayers Party,UST,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Working Class Party,WCP,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Green Party,GRN,0,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Natural Law Party,NLP,,
Ontonagon,"Duncan Township, Precinct 1 (Houghton County)",Straight Party,,Unresolved Write-In,,0,
,,,,,,,
