county,precinct,office,district,candidate,party,votes,election_day,absentee
Bay,"Essexville City, Pct 2",President,,Tom Steyer,DEM,0,0,0
Bay,"Essexville City, Pct 2",President,,Elizabeth Warren,DEM,2,0,2
Bay,"Essexville City, Pct 2",President,,Marianne Williamson,DEM,0,0,0
Bay,"Essexville City, Pct 2",President,,Andrew Yang,DEM,0,0,0
Bay,"Essexville City, Pct 2",President,,Uncommitted,DEM,6,1,5
Bay,"Essexville City, Pct 2",President,,Write-In Totals,DEM,0,0,0
Bay,"Essexville City, Pct 2",President,,Mark Sanford,REP,0,0,0
Bay,"Essexville City, Pct 2",President,,Donald J. Trump,REP,129,65,64
Bay,"Essexville City, Pct 2",President,,Joe Walsh,REP,1,1,0
Bay,"Essexville City, Pct 2",President,,Bill Weld,REP,0,0,0
Bay,"Essexville City, Pct 2",President,,Uncommitted,REP,8,0,8
Bay,"Essexville City, Pct 2",President,,Write-In Totals,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Registered Voters,,,,125,,
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast,,,,23,23,0
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast,,,DEM,18,18,0
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast,,,REP,5,5,0
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast,,,NPA,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast Blank,,,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Michael Bennet,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Joe Biden,DEM,7,7,0
Bay,"Midland City, Ward 1, Pct 6",President,,Michael R. Bloomberg,DEM,2,2,0
Bay,"Midland City, Ward 1, Pct 6",President,,Cory Booker,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Pete Buttigieg,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Julian Castro,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,John Delaney,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Tulsi Gabbard,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Amy Klobuchar,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Bernie Sanders,DEM,9,9,0
Bay,"Midland City, Ward 1, Pct 6",President,,Joe Sestak,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Tom Steyer,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Elizabeth Warren,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Marianne Williamson,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Andrew Yang,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Uncommitted,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Write-In Totals,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Mark Sanford,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Donald J. Trump,REP,5,5,0
Bay,"Midland City, Ward 1, Pct 6",President,,Joe Walsh,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Bill Weld,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Uncommitted,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Write-In Totals,REP,0,0,0
Bay,"Pinconning City, Pct 1",Registered Voters,,,,907,,
Bay,"Pinconning City, Pct 1",Ballots Cast,,,,171,171,0
Bay,"Pinconning City, Pct 1",Ballots Cast,,,DEM,115,115,0
Bay,"Pinconning City, Pct 1",Ballots Cast,,,REP,56,56,0
Bay,"Pinconning City, Pct 1",Ballots Cast,,,NPA,0,0,0
Bay,"Pinconning City, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Pinconning City, Pct 1",President,,Michael Bennet,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Joe Biden,DEM,65,65,0
Bay,"Pinconning City, Pct 1",President,,Michael R. Bloomberg,DEM,8,8,0
Bay,"Pinconning City, Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Pete Buttigieg,DEM,1,1,0
Bay,"Pinconning City, Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,John Delaney,DEM,1,1,0
Bay,"Pinconning City, Pct 1",President,,Tulsi Gabbard,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Amy Klobuchar,DEM,1,1,0
Bay,"Pinconning City, Pct 1",President,,Bernie Sanders,DEM,36,36,0
Bay,"Pinconning City, Pct 1",President,,Joe Sestak,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Tom Steyer,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Elizabeth Warren,DEM,1,1,0
Bay,"Pinconning City, Pct 1",President,,Marianne Williamson,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Andrew Yang,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Uncommitted,DEM,2,2,0
Bay,"Pinconning City, Pct 1",President,,Write-In Totals,DEM,0,0,0
Bay,"Pinconning City, Pct 1",President,,Mark Sanford,REP,0,0,0
Bay,"Pinconning City, Pct 1",President,,Donald J. Trump,REP,54,54,0
Bay,"Pinconning City, Pct 1",President,,Joe Walsh,REP,0,0,0
Bay,"Pinconning City, Pct 1",President,,Bill Weld,REP,0,0,0
Bay,"Pinconning City, Pct 1",President,,Uncommitted,REP,0,0,0
Bay,"Pinconning City, Pct 1",President,,Write-In Totals,REP,0,0,0
Bay,"Bangor Twp., Pct 1",Registered Voters,,,,1419,,
Bay,"Bangor Twp., Pct 1",Ballots Cast,,,,459,259,200
Bay,"Bangor Twp., Pct 1",Ballots Cast,,,DEM,314,197,117
Bay,"Bangor Twp., Pct 1",Ballots Cast,,,REP,145,62,83
Bay,"Bangor Twp., Pct 1",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Michael Bennet,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Joe Biden,DEM,174,112,62
Bay,"Bangor Twp., Pct 1",President,,Michael R. Bloomberg,DEM,15,0,15
Bay,"Bangor Twp., Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Pete Buttigieg,DEM,3,0,3
Bay,"Bangor Twp., Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,John Delaney,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Tulsi Gabbard,DEM,4,4,0
Bay,"Bangor Twp., Pct 1",President,,Amy Klobuchar,DEM,4,0,4
Bay,"Bangor Twp., Pct 1",President,,Bernie Sanders,DEM,100,79,21
Bay,"Bangor Twp., Pct 1",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Tom Steyer,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Elizabeth Warren,DEM,6,1,5
Bay,"Bangor Twp., Pct 1",President,,Marianne Williamson,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Andrew Yang,DEM,1,1,0
Bay,"Bangor Twp., Pct 1",President,,Uncommitted,DEM,7,0,7
Bay,"Bangor Twp., Pct 1",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Mark Sanford,REP,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Donald J. Trump,REP,135,59,76
Bay,"Bangor Twp., Pct 1",President,,Joe Walsh,REP,0,0,0
Bay,"Bangor Twp., Pct 1",President,,Bill Weld,REP,2,2,0
Bay,"Bangor Twp., Pct 1",President,,Uncommitted,REP,8,1,7
Bay,"Bangor Twp., Pct 1",President,,Write-In Totals,REP,0,0,0
Bay,"Bangor Twp., Pct 2",Registered Voters,,,,1877,,
Bay,"Bangor Twp., Pct 2",Ballots Cast,,,,565,289,276
Bay,"Bangor Twp., Pct 2",Ballots Cast,,,DEM,359,213,146
Bay,"Bangor Twp., Pct 2",Ballots Cast,,,REP,206,76,130
Bay,"Bangor Twp., Pct 2",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 2",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Michael Bennet,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Joe Biden,DEM,219,126,93
Bay,"Bangor Twp., Pct 2",President,,Michael R. Bloomberg,DEM,8,0,8
Bay,"Bangor Twp., Pct 2",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Pete Buttigieg,DEM,10,1,9
Bay,"Bangor Twp., Pct 2",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,John Delaney,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Tulsi Gabbard,DEM,4,3,1
Bay,"Bangor Twp., Pct 2",President,,Amy Klobuchar,DEM,1,0,1
Bay,"Bangor Twp., Pct 2",President,,Bernie Sanders,DEM,96,79,17
Bay,"Bangor Twp., Pct 2",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Tom Steyer,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Elizabeth Warren,DEM,4,0,4
Bay,"Bangor Twp., Pct 2",President,,Marianne Williamson,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Andrew Yang,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Uncommitted,DEM,17,4,13
Bay,"Bangor Twp., Pct 2",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Mark Sanford,REP,1,0,1
Bay,"Bangor Twp., Pct 2",President,,Donald J. Trump,REP,195,75,120
Bay,"Bangor Twp., Pct 2",President,,Joe Walsh,REP,0,0,0
Bay,"Bangor Twp., Pct 2",President,,Bill Weld,REP,1,1,0
Bay,"Bangor Twp., Pct 2",President,,Uncommitted,REP,9,0,9
Bay,"Bangor Twp., Pct 2",President,,Write-In Totals,REP,0,0,0
Bay,"Bangor Twp., Pct 3",Registered Voters,,,,2057,,
Bay,"Bangor Twp., Pct 3",Ballots Cast,,,,494,299,195
Bay,"Bangor Twp., Pct 3",Ballots Cast,,,DEM,323,213,110
Bay,"Bangor Twp., Pct 3",Ballots Cast,,,REP,171,86,85
Bay,"Bangor Twp., Pct 3",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 3",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Michael Bennet,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Joe Biden,DEM,178,125,53
Bay,"Bangor Twp., Pct 3",President,,Michael R. Bloomberg,DEM,21,3,18
Bay,"Bangor Twp., Pct 3",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Pete Buttigieg,DEM,7,1,6
Bay,"Bangor Twp., Pct 3",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,John Delaney,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Tulsi Gabbard,DEM,3,2,1
Bay,"Bangor Twp., Pct 3",President,,Amy Klobuchar,DEM,2,0,2
Bay,"Bangor Twp., Pct 3",President,,Bernie Sanders,DEM,97,80,17
Bay,"Bangor Twp., Pct 3",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Tom Steyer,DEM,1,0,1
Bay,"Bangor Twp., Pct 3",President,,Elizabeth Warren,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Marianne Williamson,DEM,1,1,0
Bay,"Bangor Twp., Pct 3",President,,Andrew Yang,DEM,1,1,0
Bay,"Bangor Twp., Pct 3",President,,Uncommitted,DEM,12,0,12
Bay,"Bangor Twp., Pct 3",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Mark Sanford,REP,1,1,0
Bay,"Bangor Twp., Pct 3",President,,Donald J. Trump,REP,160,82,78
Bay,"Bangor Twp., Pct 3",President,,Joe Walsh,REP,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Bill Weld,REP,0,0,0
Bay,"Bangor Twp., Pct 3",President,,Uncommitted,REP,10,3,7
Bay,"Bangor Twp., Pct 3",President,,Write-In Totals,REP,0,0,0
Bay,"Bangor Twp., Pct 4",Registered Voters,,,,1632,,
Bay,"Bangor Twp., Pct 4",Ballots Cast,,,,511,262,249
Bay,"Bangor Twp., Pct 4",Ballots Cast,,,DEM,338,200,138
Bay,"Bangor Twp., Pct 4",Ballots Cast,,,REP,173,62,111
Bay,"Bangor Twp., Pct 4",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 4",Ballots Cast Blank,,,,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Michael Bennet,DEM,1,0,1
Bay,"Bangor Twp., Pct 4",President,,Joe Biden,DEM,164,119,45
Bay,"Bangor Twp., Pct 4",President,,Michael R. Bloomberg,DEM,38,0,38
Bay,"Bangor Twp., Pct 4",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Pete Buttigieg,DEM,13,0,13
Bay,"Bangor Twp., Pct 4",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,John Delaney,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Tulsi Gabbard,DEM,3,2,1
Bay,"Bangor Twp., Pct 4",President,,Amy Klobuchar,DEM,3,0,3
Bay,"Bangor Twp., Pct 4",President,,Bernie Sanders,DEM,102,79,23
Bay,"Bangor Twp., Pct 4",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Tom Steyer,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Elizabeth Warren,DEM,3,0,3
Bay,"Bangor Twp., Pct 4",President,,Marianne Williamson,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Andrew Yang,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Uncommitted,DEM,11,0,11
Bay,"Bangor Twp., Pct 4",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Mark Sanford,REP,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Donald J. Trump,REP,167,59,108
Bay,"Bangor Twp., Pct 4",President,,Joe Walsh,REP,2,2,0
Bay,"Bangor Twp., Pct 4",President,,Bill Weld,REP,0,0,0
Bay,"Bangor Twp., Pct 4",President,,Uncommitted,REP,4,1,3
Bay,"Bangor Twp., Pct 4",President,,Write-In Totals,REP,0,0,0
Bay,"Bangor Twp., Pct 5",Registered Voters,,,,2731,,
Bay,"Bangor Twp., Pct 5",Ballots Cast,,,,704,412,292
Bay,"Bangor Twp., Pct 5",Ballots Cast,,,DEM,483,290,193
Bay,"Bangor Twp., Pct 5",Ballots Cast,,,REP,221,122,99
Bay,"Bangor Twp., Pct 5",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 5",Ballots Cast Blank,,,,1,0,1
Bay,"Bangor Twp., Pct 5",President,,Michael Bennet,DEM,1,0,1
Bay,"Bangor Twp., Pct 5",President,,Joe Biden,DEM,276,175,101
Bay,"Bangor Twp., Pct 5",President,,Michael R. Bloomberg,DEM,35,1,34
Bay,"Bangor Twp., Pct 5",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Pete Buttigieg,DEM,11,0,11
Bay,"Bangor Twp., Pct 5",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,John Delaney,DEM,1,0,1
Bay,"Bangor Twp., Pct 5",President,,Tulsi Gabbard,DEM,2,2,0
Bay,"Bangor Twp., Pct 5",President,,Amy Klobuchar,DEM,5,0,5
Bay,"Bangor Twp., Pct 5",President,,Bernie Sanders,DEM,139,112,27
Bay,"Bangor Twp., Pct 5",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Tom Steyer,DEM,2,0,2
Bay,"Bangor Twp., Pct 5",President,,Elizabeth Warren,DEM,2,0,2
Bay,"Bangor Twp., Pct 5",President,,Marianne Williamson,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Andrew Yang,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Uncommitted,DEM,9,0,9
Bay,"Bangor Twp., Pct 5",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Mark Sanford,REP,2,1,1
Bay,"Bangor Twp., Pct 5",President,,Donald J. Trump,REP,205,118,87
Bay,"Bangor Twp., Pct 5",President,,Joe Walsh,REP,2,2,0
Bay,"Bangor Twp., Pct 5",President,,Bill Weld,REP,0,0,0
Bay,"Bangor Twp., Pct 5",President,,Uncommitted,REP,9,1,8
Bay,"Bangor Twp., Pct 5",President,,Write-In Totals,REP,1,0,1
Bay,"Bangor Twp., Pct 6",Registered Voters,,,,1992,,
Bay,"Bangor Twp., Pct 6",Ballots Cast,,,,598,337,261
Bay,"Bangor Twp., Pct 6",Ballots Cast,,,DEM,414,258,156
Bay,"Bangor Twp., Pct 6",Ballots Cast,,,REP,184,79,105
Bay,"Bangor Twp., Pct 6",Ballots Cast,,,NPA,0,0,0
Bay,"Bangor Twp., Pct 6",Ballots Cast Blank,,,,2,0,2
Bay,"Bangor Twp., Pct 6",President,,Michael Bennet,DEM,1,1,0
Bay,"Bangor Twp., Pct 6",President,,Joe Biden,DEM,227,149,78
Bay,"Bangor Twp., Pct 6",President,,Michael R. Bloomberg,DEM,26,1,25
Bay,"Bangor Twp., Pct 6",President,,Cory Booker,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Pete Buttigieg,DEM,10,1,9
Bay,"Bangor Twp., Pct 6",President,,Julian Castro,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,John Delaney,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Tulsi Gabbard,DEM,4,2,2
Bay,"Bangor Twp., Pct 6",President,,Amy Klobuchar,DEM,4,0,4
Bay,"Bangor Twp., Pct 6",President,,Bernie Sanders,DEM,127,101,26
Bay,"Bangor Twp., Pct 6",President,,Joe Sestak,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Tom Steyer,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Elizabeth Warren,DEM,6,2,4
Bay,"Bangor Twp., Pct 6",President,,Marianne Williamson,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Andrew Yang,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Uncommitted,DEM,7,1,6
Bay,"Bangor Twp., Pct 6",President,,Write-In Totals,DEM,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Mark Sanford,REP,5,3,2
Bay,"Bangor Twp., Pct 6",President,,Donald J. Trump,REP,175,75,100
Bay,"Bangor Twp., Pct 6",President,,Joe Walsh,REP,0,0,0
Bay,"Bangor Twp., Pct 6",President,,Bill Weld,REP,1,0,1
Bay,"Bangor Twp., Pct 6",President,,Uncommitted,REP,3,1,2
Bay,"Bangor Twp., Pct 6",President,,Write-In Totals,REP,0,0,0
Bay,"Beaver Twp., Pct 1",Registered Voters,,,,2129,,
Bay,"Beaver Twp., Pct 1",Ballots Cast,,,,638,638,0
Bay,"Beaver Twp., Pct 1",Ballots Cast,,,DEM,321,321,0
Bay,"Beaver Twp., Pct 1",Ballots Cast,,,REP,282,282,0
Bay,"Beaver Twp., Pct 1",Ballots Cast,,,NPA,35,35,0
Bay,"Beaver Twp., Pct 1",Ballots Cast Blank,,,,1,1,0
Bay,"Beaver Twp., Pct 1",President,,Michael Bennet,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Joe Biden,DEM,174,174,0
Bay,"Beaver Twp., Pct 1",President,,Michael R. Bloomberg,DEM,24,24,0
Bay,"Beaver Twp., Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Pete Buttigieg,DEM,3,3,0
Bay,"Beaver Twp., Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,John Delaney,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Tulsi Gabbard,DEM,3,3,0
Bay,"Beaver Twp., Pct 1",President,,Amy Klobuchar,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Bernie Sanders,DEM,100,100,0
Bay,"Beaver Twp., Pct 1",President,,Joe Sestak,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Tom Steyer,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Elizabeth Warren,DEM,7,7,0
Bay,"Beaver Twp., Pct 1",President,,Marianne Williamson,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Andrew Yang,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Uncommitted,DEM,9,9,0
Bay,"Beaver Twp., Pct 1",President,,Write-In Totals,DEM,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Mark Sanford,REP,2,2,0
Bay,"Beaver Twp., Pct 1",President,,Donald J. Trump,REP,269,269,0
Bay,"Beaver Twp., Pct 1",President,,Joe Walsh,REP,0,0,0
Bay,"Beaver Twp., Pct 1",President,,Bill Weld,REP,1,1,0
Bay,"Beaver Twp., Pct 1",President,,Uncommitted,REP,8,8,0
Bay,"Beaver Twp., Pct 1",President,,Write-In Totals,REP,1,1,0
Bay,"Frankenlust Twp., Pct 1",Registered Voters,,,,3064,,
Bay,"Frankenlust Twp., Pct 1",Ballots Cast,,,,927,459,468
Bay,"Frankenlust Twp., Pct 1",Ballots Cast,,,DEM,546,335,211
Bay,"Frankenlust Twp., Pct 1",Ballots Cast,,,REP,381,124,257
Bay,"Frankenlust Twp., Pct 1",Ballots Cast,,,NPA,0,0,0
Bay,"Frankenlust Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Michael Bennet,DEM,1,1,0
Bay,"Frankenlust Twp., Pct 1",President,,Joe Biden,DEM,323,194,129
Bay,"Frankenlust Twp., Pct 1",President,,Michael R. Bloomberg,DEM,29,0,29
Bay,"Frankenlust Twp., Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Pete Buttigieg,DEM,10,2,8
Bay,"Frankenlust Twp., Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,John Delaney,DEM,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Tulsi Gabbard,DEM,5,2,3
Bay,"Frankenlust Twp., Pct 1",President,,Amy Klobuchar,DEM,3,0,3
Bay,"Frankenlust Twp., Pct 1",President,,Bernie Sanders,DEM,164,135,29
Bay,"Frankenlust Twp., Pct 1",President,,Joe Sestak,DEM,1,0,1
Bay,"Frankenlust Twp., Pct 1",President,,Tom Steyer,DEM,1,1,0
Bay,"Frankenlust Twp., Pct 1",President,,Elizabeth Warren,DEM,3,0,3
Bay,"Frankenlust Twp., Pct 1",President,,Marianne Williamson,DEM,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Andrew Yang,DEM,1,0,1
Bay,"Frankenlust Twp., Pct 1",President,,Uncommitted,DEM,4,0,4
Bay,"Frankenlust Twp., Pct 1",President,,Write-In Totals,DEM,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Mark Sanford,REP,5,2,3
Bay,"Frankenlust Twp., Pct 1",President,,Donald J. Trump,REP,361,117,244
Bay,"Frankenlust Twp., Pct 1",President,,Joe Walsh,REP,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Bill Weld,REP,1,1,0
Bay,"Frankenlust Twp., Pct 1",President,,Uncommitted,REP,14,4,10
Bay,"Frankenlust Twp., Pct 1",President,,Write-In Totals,REP,0,0,0
Bay,"Fraser Twp., Pct 1",Registered Voters,,,,2372,,
Bay,"Fraser Twp., Pct 1",Ballots Cast,,,,578,578,0
Bay,"Fraser Twp., Pct 1",Ballots Cast,,,DEM,376,376,0
Bay,"Fraser Twp., Pct 1",Ballots Cast,,,REP,202,202,0
Bay,"Fraser Twp., Pct 1",Ballots Cast,,,NPA,0,0,0
Bay,"Fraser Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Michael Bennet,DEM,1,1,0
Bay,"Fraser Twp., Pct 1",President,,Joe Biden,DEM,216,216,0
Bay,"Fraser Twp., Pct 1",President,,Michael R. Bloomberg,DEM,14,14,0
Bay,"Fraser Twp., Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Pete Buttigieg,DEM,7,7,0
Bay,"Fraser Twp., Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,John Delaney,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Tulsi Gabbard,DEM,4,4,0
Bay,"Fraser Twp., Pct 1",President,,Amy Klobuchar,DEM,3,3,0
Bay,"Fraser Twp., Pct 1",President,,Bernie Sanders,DEM,123,123,0
Bay,"Fraser Twp., Pct 1",President,,Joe Sestak,DEM,1,1,0
Bay,"Fraser Twp., Pct 1",President,,Tom Steyer,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Elizabeth Warren,DEM,4,4,0
Bay,"Fraser Twp., Pct 1",President,,Marianne Williamson,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Andrew Yang,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Uncommitted,DEM,2,2,0
Bay,"Fraser Twp., Pct 1",President,,Write-In Totals,DEM,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Mark Sanford,REP,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Donald J. Trump,REP,193,193,0
Bay,"Fraser Twp., Pct 1",President,,Joe Walsh,REP,1,1,0
Bay,"Fraser Twp., Pct 1",President,,Bill Weld,REP,1,1,0
Bay,"Fraser Twp., Pct 1",President,,Uncommitted,REP,7,7,0
Bay,"Fraser Twp., Pct 1",President,,Write-In Totals,REP,0,0,0
Bay,"Garfield Twp., Pct 1",Registered Voters,,,,1324,,
Bay,"Garfield Twp., Pct 1",Ballots Cast,,,,306,306,0
Bay,"Garfield Twp., Pct 1",Ballots Cast,,,DEM,180,180,0
Bay,"Garfield Twp., Pct 1",Ballots Cast,,,REP,126,126,0
Bay,"Garfield Twp., Pct 1",Ballots Cast,,,NPA,0,0,0
Bay,"Garfield Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Michael Bennet,DEM,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Joe Biden,DEM,96,96,0
Bay,"Garfield Twp., Pct 1",President,,Michael R. Bloomberg,DEM,10,10,0
Bay,"Garfield Twp., Pct 1",President,,Cory Booker,DEM,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Pete Buttigieg,DEM,5,5,0
Bay,"Garfield Twp., Pct 1",President,,Julian Castro,DEM,0,0,0
Bay,"Garfield Twp., Pct 1",President,,John Delaney,DEM,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Tulsi Gabbard,DEM,1,1,0
Bay,"Garfield Twp., Pct 1",President,,Amy Klobuchar,DEM,1,1,0
Bay,"Garfield Twp., Pct 1",President,,Bernie Sanders,DEM,56,56,0
Bay,"Garfield Twp., Pct 1",President,,Joe Sestak,DEM,1,1,0
Bay,"Garfield Twp., Pct 1",President,,Tom Steyer,DEM,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Elizabeth Warren,DEM,2,2,0
